gene,damage_score,gnomAD_SAS_AF,Variant_Classification,log2FoldChange,padj,direction,MutExpress_Priority
TRAF4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAF5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAF6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAF7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAFD1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAK1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRAK2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRAM1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",,,,MEDIUM_V
TRANK1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAPPC10,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TRAPPC11,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRAPPC12,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAPPC5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAPPC8,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRAPPC9,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRARG1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAV12-3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAV13-1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAV24,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAV26-2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAV39,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAV41,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAV6,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRAV8-1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRAV9-2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRBV19,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRBV28,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRBV29-1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRBV5-1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TREML1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRHR,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIB2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIL,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM13,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM17,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM21,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM22,3.0,0.0004899,Missense_Mutation,,,,MEDIUM_V
TRIM24,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM25,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
TRIM26,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM28,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM32,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM36,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TRIM41,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM49,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM50,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM55,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRIM56,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM58,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIM6,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRIM6-TRIM34,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRIM67,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIML1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TRIO,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRIOBP,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIP10,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
TRIP11,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
TRIP12,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",,,,MEDIUM_V
TRIP6,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TRIR,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRIT1,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
TRMT1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRMT10B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRMT10C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRMT2B,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRMT6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRMT9B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRMU,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRNAU1AP,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRNT1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRO,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
TRPC1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRPC3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRPC4,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
TRPC5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRPC6,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Splice_Site",,,,MEDIUM_V
TRPC7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRPM2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRPM4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRPM7,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
TRPM8,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRPS1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRPV2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TRPV3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRPV4,3.0,3.266e-05,Missense_Mutation,,,,MEDIUM_V
TRPV6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TRRAP,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TSC1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSC2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSC22D1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TSC22D2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TSC22D3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSFM,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSG101,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSHZ3,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TSNAX,3.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
TSPAN11,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSPAN12,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSPAN5,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
TSPAN8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSPEAR,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSPOAP1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TSPYL2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSPYL4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSR1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSR2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSR3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSSC4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSSK1B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TSTD2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTBK2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TTC12,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC13,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC14,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC17,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC21A,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TTC21B,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
TTC22,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC23,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
TTC23L,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC29,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TTC3,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TTC30B,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TTC37,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC39B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC7A,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TTC7B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTC9C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTF2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TTLL2,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TTLL3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTLL4,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TTLL5,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TTLL7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTLL9,3.0,0.0,"Missense_Mutation, Splice_Site, Nonsense_Mutation",,,,MEDIUM_V
TTPA,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTYH1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TTYH2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBA1C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBA8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBB2A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBD1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBE1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBGCP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBGCP3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUBGCP5,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
TUBGCP6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUFM,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TULP4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TUT4,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
TUT7,3.0,0.0,"Missense_Mutation, Splice_Site, Nonsense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TWNK,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TXLNB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TXNDC11,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TXNDC2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TXNDC5,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
TXNDC9,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TXNL1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TXNRD1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TYK2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TYR,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
TYW1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
U2SURP,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UACA,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UBA1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBA2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBA5,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UBA6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBA7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBAP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBAP2L,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBASH3A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBC,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins, In_Frame_Del",,,,MEDIUM_V
UBE2A,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
UBE2D2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE2D3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE2E1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE2E3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE2G2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE2J2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE2L6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE2Q1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE2Q2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBE3B,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UBE3C,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
UBE4A,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UBE4B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBIAD1,3.0,3.266e-05,Missense_Mutation,,,,MEDIUM_V
UBN2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBQLN1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBQLN2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBQLNL,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBR1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UBR2,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins, Splice_Site, Nonsense_Mutation",,,,MEDIUM_V
UBR3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBR4,3.0,0.0,"Missense_Mutation, Splice_Site, Nonsense_Mutation",,,,MEDIUM_V
UBR5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBTF,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
UBXN11,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBXN2B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBXN4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UBXN7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UCHL3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UCHL5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UCK2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UCN3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UCP3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UFSP2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UGCG,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UGGT1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UGGT2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
UGP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UGT1A1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UGT1A8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UGT2A2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UGT2B10,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UGT2B15,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UGT2B4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UGT3A2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UGT8,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
UHRF1BP1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
ULK1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
ULK2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
ULK4,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
UMPS,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UNC119B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UNC13B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UNC13D,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
UNC45B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UNC5D,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Nonsense_Mutation",,,,MEDIUM_V
UNC79,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins, Splice_Site",,,,MEDIUM_V
UNC93B1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UNCX,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UNK,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
UPF1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UPF2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UPF3A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UPP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UPP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UPRT,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UQCRC1,3.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
UQCRFS1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
URB2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
URGCP,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UROC1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USF2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USF3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USH1C,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
USH2A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USO1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Nonsense_Mutation",,,,MEDIUM_V
USP1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Nonsense_Mutation",,,,MEDIUM_V
USP11,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP12,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
USP13,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP15,3.0,0.0,"Missense_Mutation, Splice_Site, Frame_Shift_Ins",,,,MEDIUM_V
USP19,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
USP20,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP21,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
USP24,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP26,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP28,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
USP29,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
USP31,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP32,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
USP34,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
USP35,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
USP39,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP42,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP43,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP45,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
USP47,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",,,,MEDIUM_V
USP48,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
USP49,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP51,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP53,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
USP54,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP6NL,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
USP9X,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Frame_Shift_Ins, Frame_Shift_Del",,,,MEDIUM_V
USPL1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
UST,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UTP11,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UTP14A,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UTP14C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UTP18,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UTP20,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UTP23,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UTP25,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
UTP4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
UTRN,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
VANGL1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VANGL2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VAPB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VARS1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
VARS2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VASH1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VASH2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VAV1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VAV3,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
VCAM1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VCL,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
VCP,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VCPIP1,3.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
VEGFD,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VEPH1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VEZT,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VILL,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VIM,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VIRMA,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
VNN1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VNN2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS13A,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
VPS13B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS13C,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",,,,MEDIUM_V
VPS13D,3.0,0.0,"Missense_Mutation, Splice_Site, Nonsense_Mutation",,,,MEDIUM_V
VPS18,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
VPS26A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS26C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS33A,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
VPS33B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS35L,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS41,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS45,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS4A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS4B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS51,3.0,0.0001079,Missense_Mutation,,,,MEDIUM_V
VPS53,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS54,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
VPS72,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VPS9D1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VRK3,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
VSIG4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VSTM4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VTN,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VWA2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VWA3A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VWA3B,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
VWA7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
VWA8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
WAC,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
WAPL,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
WAS,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
WASF1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
WASF2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
WASHC2A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
WASHC2C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
